ratio,test_acc_mean
0.0,77.28
0.04966139954853273,77.54
0.09932279909706546,77.14
0.1489841986455982,77.86000000000001
0.1986455981941309,77.46000000000001
0.24830699774266365,77.56
0.2979683972911964,77.58000000000001
0.3476297968397291,77.05999999999999
0.3972911963882618,76.78
0.4469525959367946,76.67999999999999
0.4966139954853273,77.02000000000001
0.54627539503386,76.28
-0.0,77.26
-0.04966139954853273,77.08000000000001
-0.09932279909706546,76.53999999999999
-0.1489841986455982,77.47999999999999
-0.1986455981941309,77.47999999999999
-0.24830699774266365,77.12
-0.2979683972911964,76.82000000000001
-0.3476297968397291,76.56
-0.3972234762979684,75.47999999999999
-0.4467720090293454,74.1
-0.49575620767494355,73.16
-0.5448532731376975,72.86
0.0,77.26
0.01917696958758235,77.8
0.0383539391751647,77.38
0.057530908762747045,77.24
0.0767078783503294,77.38
0.09588484793791174,78.17999999999999
0.11506181752549409,77.76
0.13423878711307644,78.16
0.1534157567006588,77.48
0.17259272628824113,77.98
0.1917696958758235,77.55999999999999
0.21094666546340582,77.76
0.23012363505098818,77.88
0.24930060463857054,77.79999999999998
-0.0,77.26
-0.08009204945402039,77.04
-0.16018409890804078,77.42
-0.24027614836206118,78.4
-0.32036819781608156,77.84
-0.400460247270102,77.28
-0.48041692987997475,79.12
-0.5580046927172638,79.9
