ratio,test_acc_mean
0.0,65.96000000000001
0.043985045084671215,64.7
0.08797009016934243,64.92
0.13195513525401364,64.42
0.17594018033868486,65.62
0.21992522542335605,65.96000000000001
0.2639102705080273,66.11999999999999
0.3078953155926985,65.94000000000001
0.3518803606773697,65.6
0.3958654057620409,66.22
0.4398504508467121,65.9
0.4838354959313833,67.03999999999999
0.5278205410160546,65.02000000000001
-0.0,65.96000000000001
-0.043985045084671215,65.98
-0.08797009016934243,65.76
-0.13195513525401364,65.96000000000001
-0.17594018033868486,65.7
-0.21992522542335605,65.83999999999999
-0.2603914669012536,64.53999999999999
-0.29909830657576425,64.86
-0.33802507147569827,64.16
-0.3778315372773257,64.32000000000001
-0.41213987244336925,62.519999999999996
-0.45414559049923026,62.75999999999999
-0.4880140752144271,61.5
-0.5254013635363977,62.14
0.0,65.96000000000001
0.021968365553602813,65.22
0.043936731107205626,65.47999999999999
0.06590509666080843,65.32000000000001
0.08787346221441125,65.47999999999999
0.10984182776801406,65.24000000000001
0.13181019332161686,66.72
0.15377855887521968,65.22
0.1757469244288225,66.53999999999999
0.1977152899824253,66.97999999999999
0.21968365553602812,66.76000000000002
0.24165202108963094,67.04
0.26362038664323373,67.00000000000001
0.28558875219683655,67.94
-0.0,65.96000000000001
-0.06590509666080843,65.9
-0.13181019332161686,64.42
-0.1977152899824253,65.62
-0.2587873462214411,66.11999999999999
-0.3227152899824253,67.17999999999999
-0.3851054481546573,67.05999999999999
-0.4474956063268893,66.78
-0.5032952548330404,66.96000000000001
