ratio,test_acc_mean
0.0,67.67999999999999
0.043985045084671215,67.44000000000001
0.08797009016934243,68.34
0.13195513525401364,69.56
0.17594018033868486,68.28
0.21992522542335605,69.24000000000001
0.2639102705080273,70.28
0.3078953155926985,70.16
0.3518803606773697,69.3
0.3958654057620409,70.76
0.4398504508467121,69.82
0.4838354959313833,69.94
0.5278205410160546,69.47999999999999
-0.0,67.67999999999999
-0.043985045084671215,67.94000000000001
-0.08797009016934243,66.72
-0.13195513525401364,67.62
-0.17594018033868486,67.32
-0.21992522542335605,67.7
-0.2603914669012536,66.68
-0.29909830657576425,66.10000000000001
-0.33802507147569827,66.32000000000001
-0.3778315372773257,65.16
-0.41213987244336925,64.44
-0.45414559049923026,64.88
-0.4880140752144271,63.4
-0.5254013635363977,60.75999999999999
0.0,67.67999999999999
0.021968365553602813,67.84
0.043936731107205626,67.7
0.06590509666080843,68.02000000000001
0.08787346221441125,68.58
0.10984182776801406,68.74
0.13181019332161686,68.88000000000001
0.15377855887521968,68.26
0.1757469244288225,68.67999999999999
0.1977152899824253,68.74
0.21968365553602812,68.88
0.24165202108963094,69.47999999999999
0.26362038664323373,69.56
0.28558875219683655,70.4
-0.0,67.67999999999999
-0.06590509666080843,67.16
-0.13181019332161686,67.32000000000001
-0.1977152899824253,68.36
-0.2587873462214411,67.76
-0.3227152899824253,69.36
-0.3851054481546573,67.56
-0.4474956063268893,69.24
-0.5032952548330404,69.06
