ratio,test_acc_mean
0.0,80.56
0.04741134079271762,80.26000000000002
0.09482268158543523,79.78
0.14223402237815286,80.52000000000001
0.18964536317087047,79.86
0.23705670396358808,79.62
0.2844680447563057,79.68
0.33187938554902335,79.32000000000001
0.37929072634174094,79.14
0.4267020671344586,80.26000000000002
0.47411340792717616,79.88000000000001
0.5215247487198938,79.00000000000001
-0.0,80.56
-0.04741134079271762,80.97999999999999
-0.09482268158543523,80.66
-0.14223402237815286,79.74000000000001
-0.18964536317087047,79.26
-0.23705670396358808,78.16
-0.28351981794045134,77.64
-0.32903470510146027,78.60000000000001
-0.37398065617295656,77.94000000000001
-0.4120993741703015,77.02000000000001
-0.45325241797838045,74.75999999999999
-0.4947847525128011,74.02000000000001
-0.5374549592262469,72.3
0.0,80.56
0.018946570670708603,80.66
0.037893141341417205,80.28
0.05683971201212581,80.38
0.07578628268283441,80.62
0.094732853353543,80.44
0.11367942402425162,80.82000000000001
0.13262599469496023,81.20000000000002
0.15157256536566882,79.44
0.17051913603637742,80.26000000000002
0.189465706707086,79.74000000000001
0.2084122773777946,79.67999999999999
0.22735884804850323,80.14000000000001
0.24630541871921183,80.10000000000001
-0.0,80.56
-0.07578628268283441,80.04
-0.15157256536566882,80.3
-0.22735884804850323,79.26
-0.30314513073133764,78.36
-0.37438423645320196,78.52000000000001
-0.44524441076165217,78.6
-0.5115574081091322,77.34
