ratio,test_acc_mean

-0.3942812682357518,70.38  
-0.3514880373468196,70.9
-0.3013032483952538,71.32
-0.2524800622446995,72.87
-0.2061855670103092,73.94
-0.1573623808597549,74.84
-0.1093172534526356,74.92
-0.0569928029566232,76.78999999999999
0.0,80.56
0.0289826881929585,81.24000000000001
0.0567982882707644,82.28999999999999
0.0850029177202878,82.44
0.1120404590546586,82.0
0.1349931919859949,83.2
0.176389807430461,82.92999999999999
0.216035790702198,84.02
0.2519412565648706,85.2
0.2955572845749854,84.84000000000001
0.3209239447578292,84.84
0.3697918692861311,84.75999999999999
