ratio,test_acc_mean
0.0,81.26
0.0,81.26
0.02898268819295857,81.84
0.02898268819295857,81.84
0.05679828827076444,82.36
0.05679828827076444,82.36
0.08500291772028788,83.25999999999999
0.08500291772028788,83.25999999999999
0.11204045905465862,83.41999999999999
0.11204045905465862,83.41999999999999
0.13499319198599494,83.34
0.13499319198599494,83.34
0.156389807430461,83.25999999999999
0.156389807430461,83.25999999999999
0.17603579070219802,84.39999999999999
0.17603579070219802,84.39999999999999
0.19295856837191208,84.25999999999999
0.19295856837191208,84.25999999999999
0.20890877261233223,84.66
0.20890877261233223,84.66
0.22194125656487065,84.66
0.22194125656487065,84.66
0.2355572845749854,84.67999999999999
0.2355572845749854,84.67999999999999
0.2509239447578292,84.5
0.2697918692861311,84.47999999999999
-0.0,81.26
0.2509239447578292,84.5
-0.05699280295662323,77.97999999999999
0.2697918692861311,84.47999999999999
-0.0,81.26
-0.10931725345263567,76.92
-0.05699280295662323,77.97999999999999
-0.1573623808597549,76.96000000000001
-0.10931725345263567,76.92
-0.20618556701030927,74.9
-0.1573623808597549,76.96000000000001
-0.2524800622446995,74.46
-0.20618556701030927,74.9
-0.30130324839525385,72.35999999999999
-0.2524800622446995,74.46
-0.35148803734681966,71.69999999999999
-0.30130324839525385,72.35999999999999
-0.3942812682357518,71.19999999999999
-0.35148803734681966,71.69999999999999
-0.43765804318226026,70.58
-0.3942812682357518,71.19999999999999
-0.48725928807624974,69.83999999999999
-0.43765804318226026,70.58
-0.5286909161641704,69.41999999999999
-0.48725928807624974,69.83999999999999
-0.5286909161641704,69.44
